date,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h)
1978-08-28,8200015,20.0,9.0,14.5,3.5,0.0,6.5,0.0,6.5,,,
1978-08-29,8200015,20.5,8.0,14.3,3.7,0.0,2.0,0.0,2.0,,,
1978-08-30,8200015,25.0,5.5,15.3,2.7,0.0,0.0,0.0,0.0,,,
1978-08-31,8200015,25.0,9.0,17.0,1.0,0.0,0.0,0.0,0.0,,,
1978-09-01,8200015,22.5,8.5,15.5,2.5,0.0,0.0,0.0,0.0,,,
1978-09-02,8200015,24.5,5.0,14.8,3.2,0.0,0.0,0.0,0.0,,,
1978-09-03,8200015,25.5,5.0,15.3,2.7,0.0,0.0,0.0,0.0,,,
1978-09-04,8200015,17.0,7.0,12.0,6.0,0.0,0.0,0.0,0.0,,,
1978-09-05,8200015,19.0,1.0,10.0,8.0,0.0,0.0,0.0,0.0,,,
1978-09-06,8200015,16.0,7.0,11.5,6.5,0.0,15.0,0.0,15.0,,,
1978-09-07,8200015,15.0,8.0,11.5,6.5,0.0,7.0,0.0,7.0,,,
1978-09-08,8200015,14.5,10.0,12.3,5.7,0.0,2.4,0.0,2.4,,,
1978-09-09,8200015,15.0,4.5,9.8,8.2,0.0,12.0,0.0,12.0,,,
1978-09-10,8200015,15.0,6.0,10.5,7.5,0.0,2.0,0.0,2.0,,,
1978-09-11,8200015,16.5,4.0,10.3,7.7,0.0,8.0,0.0,8.0,,,
1978-09-12,8200015,18.0,10.0,14.0,4.0,0.0,6.0,0.0,6.0,,,
1978-09-13,8200015,10.5,4.5,7.5,10.5,0.0,2.0,0.0,2.0,,,
1978-09-14,8200015,15.0,2.5,8.8,9.2,0.0,0.0,0.0,0.0,,,
1978-09-15,8200015,19.0,2.0,10.5,7.5,0.0,8.0,0.0,8.0,,,
1978-09-16,8200015,20.5,5.5,13.0,5.0,0.0,0.0,0.0,0.0,,,
1978-09-17,8200015,14.5,5.0,9.8,8.2,0.0,0.0,0.0,0.0,,,
1978-09-18,8200015,12.5,3.0,7.8,10.2,0.0,0.0,0.0,0.0,,,
1978-09-19,8200015,13.5,3.0,8.3,9.7,0.0,0.0,0.0,0.0,,,
1978-09-20,8200015,17.5,3.0,10.3,7.7,0.0,0.0,0.0,0.0,,,
1978-09-21,8200015,23.0,7.5,15.3,2.7,0.0,2.9,0.0,2.9,,,
1978-09-22,8200015,14.5,13.0,13.8,4.2,0.0,0.2,0.0,0.2,,,
1978-09-23,8200015,15.5,2.5,9.0,9.0,0.0,0.0,0.0,0.0,,,
1978-09-24,8200015,20.0,7.0,13.5,4.5,0.0,0.0,0.0,0.0,,,
1978-09-25,8200015,19.0,7.0,13.0,5.0,0.0,0.0,0.0,0.0,,,
1978-09-26,8200015,12.5,6.0,9.3,8.7,0.0,0.0,0.0,0.0,,,
1978-09-27,8200015,18.0,3.0,10.5,7.5,0.0,0.0,0.0,0.0,,,
1978-09-28,8200015,20.0,10.0,15.0,3.0,0.0,4.0,0.0,4.0,,,
1978-09-29,8200015,12.0,3.5,7.8,10.2,0.0,0.0,0.0,0.0,,,
1978-09-30,8200015,14.0,3.0,8.5,9.5,0.0,0.0,0.0,0.0,,,
1978-10-01,8200015,18.0,,,,,0.0,0.0,0.0,,,
1978-10-02,8200015,20.0,5.0,12.5,5.5,0.0,0.0,0.0,0.0,,,
1978-10-03,8200015,8.0,1.0,4.5,13.5,0.0,0.0,0.0,0.0,,,
1978-10-04,8200015,10.0,4.4,7.2,10.8,0.0,0.0,0.0,0.0,,,
1978-10-05,8200015,13.5,6.0,9.8,8.2,0.0,4.0,0.0,4.0,,,
1978-10-06,8200015,18.0,7.0,12.5,5.5,0.0,12.5,0.0,12.5,,,
1978-10-07,8200015,21.0,12.0,16.5,1.5,0.0,2.0,0.0,2.0,,,
1978-10-08,8200015,16.5,12.0,14.3,3.7,0.0,0.0,0.0,0.0,,,
1978-10-09,8200015,7.0,2.5,4.8,13.2,0.0,0.0,0.0,0.0,,,
1978-10-10,8200015,10.5,3.0,6.8,11.2,0.0,0.3,0.0,0.3,,,
1978-10-11,8200015,12.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,,,
1978-10-12,8200015,15.0,1.0,8.0,10.0,0.0,0.0,0.0,0.0,,,
1978-10-13,8200015,21.5,1.0,11.3,6.7,0.0,0.0,0.0,0.0,,,
1978-10-14,8200015,20.0,6.5,13.3,4.7,0.0,0.0,0.0,0.0,,,
1978-10-15,8200015,17.5,5.0,11.3,6.7,0.0,2.5,0.0,2.5,,,
1978-10-16,8200015,7.5,3.5,5.5,12.5,0.0,0.0,0.0,0.0,,,
1978-10-17,8200015,7.5,3.0,5.3,12.7,0.0,0.0,0.0,0.0,,,
1978-10-18,8200015,8.0,2.0,5.0,13.0,0.0,0.0,0.0,0.0,,,
1978-10-19,8200015,8.5,-1.0,3.8,14.2,0.0,1.0,0.0,1.0,,,
1978-10-20,8200015,10.5,1.5,6.0,12.0,0.0,2.0,0.0,2.0,,,
1978-10-21,8200015,15.5,1.5,8.5,9.5,0.0,0.0,0.0,0.0,,,
1978-10-22,8200015,18.0,4.5,11.3,6.7,0.0,0.0,0.0,0.0,,,
1978-10-23,8200015,17.5,4.5,11.0,7.0,0.0,14.0,0.0,14.0,,,
1978-10-24,8200015,4.0,2.0,3.0,15.0,0.0,3.0,0.0,3.0,,,
1978-10-25,8200015,12.0,0.0,6.0,12.0,0.0,0.0,0.0,0.0,,,
1978-10-26,8200015,15.0,3.0,9.0,9.0,0.0,4.0,0.0,4.0,,,
1978-10-27,8200015,15.0,2.0,8.5,9.5,0.0,8.0,0.0,8.0,,,
1978-10-28,8200015,10.5,3.0,6.8,11.2,0.0,0.0,0.0,0.0,,,
1978-10-29,8200015,10.5,2.0,6.3,11.7,0.0,3.0,0.0,3.0,,,
1978-10-30,8200015,5.0,2.0,3.5,14.5,0.0,0.0,0.0,0.0,,,
1978-10-31,8200015,12.0,2.0,7.0,11.0,0.0,0.0,0.0,0.0,,,
1978-11-01,8200015,7.0,-2.0,2.5,15.5,0.0,0.0,0.0,0.0,,,
1978-11-02,8200015,13.0,-4.0,4.5,13.5,0.0,0.0,0.0,0.0,,,
1978-11-03,8200015,8.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,,,
1978-11-04,8200015,14.0,-2.5,5.8,12.2,0.0,1.0,0.0,1.0,,,
1978-11-05,8200015,10.0,-1.0,4.5,13.5,0.0,0.0,0.0,0.0,,,
1978-11-06,8200015,15.5,0.0,7.8,10.2,0.0,1.0,0.0,1.0,,,
1978-11-07,8200015,10.0,3.0,6.5,11.5,0.0,0.0,0.0,0.0,,,
1978-11-08,8200015,13.0,4.0,8.5,9.5,0.0,0.0,0.0,0.0,,,
1978-11-09,8200015,10.5,4.0,7.3,10.7,0.0,0.0,0.0,0.0,,,
1978-11-10,8200015,7.0,4.5,5.8,12.2,0.0,0.0,0.0,0.0,,,
1978-11-11,8200015,9.0,0.0,4.5,13.5,0.0,1.0,0.0,1.0,,,
1978-11-12,8200015,3.0,-2.5,0.3,17.7,0.0,0.0,0.0,0.0,,,
1978-11-13,8200015,1.0,-3.5,-1.3,19.3,0.0,0.0,0.0,0.0,,,
1978-11-14,8200015,12.5,-6.0,3.3,14.7,0.0,1.0,0.0,1.0,,,
1978-11-15,8200015,12.0,-5.0,3.5,14.5,0.0,0.9,0.0,0.9,,,
1978-11-16,8200015,2.5,-1.5,0.5,17.5,0.0,0.0,0.0,0.0,,,
1978-11-17,8200015,7.0,-2.5,2.3,15.7,0.0,0.0,0.0,0.0,,,
1978-11-18,8200015,15.0,-3.5,5.8,12.2,0.0,5.0,0.0,5.0,,,
1978-11-19,8200015,11.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,,,
1978-11-20,8200015,11.0,6.5,8.8,9.2,0.0,0.0,2.0,2.0,,,
1978-11-21,8200015,11.0,-11.0,0.0,18.0,0.0,0.0,0.0,0.0,,,
1978-11-22,8200015,10.0,1.0,5.5,12.5,0.0,0.0,0.0,0.0,,,
1978-11-23,8200015,10.0,5.0,7.5,10.5,0.0,0.0,0.0,0.0,,,
1978-11-24,8200015,2.5,0.0,1.3,16.7,0.0,0.0,0.0,0.0,,,
1978-11-25,8200015,2.0,-3.0,-0.5,18.5,0.0,0.0,0.0,0.0,,,
1978-11-26,8200015,-2.0,-2.5,-2.3,20.3,0.0,0.0,2.0,2.0,,,
1978-11-27,8200015,-2.5,-3.0,-2.8,20.8,0.0,0.0,1.0,1.0,,,
1978-11-28,8200015,3.5,-12.0,-4.3,22.3,0.0,0.0,0.0,0.0,,,
1978-11-29,8200015,-2.0,-13.0,-7.5,25.5,0.0,0.0,0.0,0.0,,,
1978-11-30,8200015,4.0,-9.5,-2.8,20.8,0.0,0.0,0.0,0.0,,,
1978-12-01,8200015,-2.5,-3.5,-3.0,21.0,0.0,0.0,0.0,0.0,,,
1978-12-02,8200015,2.0,-13.0,-5.5,23.5,0.0,3.0,0.0,3.0,,,
1978-12-03,8200015,1.0,-8.5,-3.8,21.8,0.0,0.0,0.0,0.0,,,
1978-12-04,8200015,3.5,-8.0,-2.3,20.3,0.0,0.0,0.0,0.0,,,
1978-12-05,8200015,5.0,-8.0,-1.5,19.5,0.0,0.0,0.0,0.0,,,
1978-12-06,8200015,5.0,1.0,3.0,15.0,0.0,0.0,0.0,0.0,,,
1978-12-07,8200015,5.0,-3.0,1.0,17.0,0.0,0.0,0.0,0.0,,,
1978-12-08,8200015,6.0,-2.0,2.0,16.0,0.0,1.0,0.0,1.0,,,
1978-12-09,8200015,5.0,-5.0,0.0,18.0,0.0,0.0,4.0,4.0,,,
1978-12-10,8200015,-3.5,-4.0,-3.8,21.8,0.0,0.0,6.5,6.5,,,
1978-12-11,8200015,-13.0,-18.0,-15.5,33.5,0.0,0.0,0.0,0.0,,,
1978-12-12,8200015,-5.0,-20.0,-12.5,30.5,0.0,0.0,0.0,0.0,,,
1978-12-13,8200015,3.5,-15.0,-5.8,23.8,0.0,0.0,0.0,0.0,,,
1978-12-14,8200015,4.5,-15.5,-5.5,23.5,0.0,0.0,0.0,0.0,,,
1978-12-15,8200015,0.0,-1.5,-0.8,18.8,0.0,0.0,0.0,0.0,,,
1978-12-16,8200015,3.0,-4.0,-0.5,18.5,0.0,0.0,0.0,0.0,,,
1978-12-17,8200015,9.0,-6.0,1.5,16.5,0.0,0.0,0.0,0.0,,,
1978-12-18,8200015,2.0,-5.0,-1.5,19.5,0.0,0.0,0.0,0.0,,,
1978-12-19,8200015,-10.5,-12.0,-11.3,29.3,0.0,0.0,0.0,0.0,,,
1978-12-20,8200015,-6.5,-12.0,-9.3,27.3,0.0,0.0,0.0,0.0,,,
1978-12-21,8200015,3.5,-12.5,-4.5,22.5,0.0,0.0,10.2,10.2,,,
1978-12-22,8200015,-4.5,-12.0,-8.3,26.3,0.0,0.0,0.0,0.0,,,
1978-12-23,8200015,-1.5,-14.0,-7.8,25.8,0.0,0.0,0.0,0.0,,,
1978-12-24,8200015,-2.5,-14.0,-8.3,26.3,0.0,0.0,0.0,0.0,,,
1978-12-25,8200015,-1.0,-10.0,-5.5,23.5,0.0,0.0,0.0,0.0,,,
1978-12-26,8200015,1.0,-10.0,-4.5,22.5,0.0,0.0,0.0,0.0,,,
1978-12-27,8200015,0.0,-2.0,-1.0,19.0,0.0,0.0,0.0,0.0,,,
1978-12-28,8200015,1.0,-12.0,-5.5,23.5,0.0,0.0,0.0,0.0,,,
1978-12-29,8200015,0.0,-5.5,-2.8,20.8,0.0,0.0,0.0,0.0,,,
1978-12-30,8200015,1.5,-5.5,-2.0,20.0,0.0,0.0,0.0,0.0,,,
1978-12-31,8200015,0.0,-2.5,-1.3,19.3,0.0,0.0,0.0,0.0,,,
